Orthogroup	Hsap	Acer
OG0001251	SDHA_HUMAN	KAK2559841.1
OG0001266	NEK10_HUMAN	KAK2562170.1, KAK2562007.1
OG0001281	PLPP4_HUMAN, PLPP5_HUMAN	KAK2563899.1
OG0001296	C2C2L_HUMAN, C2CD2_HUMAN	KAK2572569.1, KAK2566521.1
OG0001310	TREF1_HUMAN	KAK2568983.1
OG0001326	SYPH_HUMAN, SYNPR_HUMAN, SYPL1_HUMAN, SYPL2_HUMAN	KAK2571441.1
OG0000946	PLCB2_HUMAN, PLCB3_HUMAN, PLCB1_HUMAN	KAK2560363.1
OG0000979	APRV1_HUMAN	KAK2550661.1, KAK2548168.1, KAK2552252.1, KAK2548167.1, KAK2562724.1
OG0000995	CBX3_HUMAN, CBX5_HUMAN, CBX1_HUMAN	KAK2549973.1, KAK2564766.1
OG0001011	MOS_HUMAN	KAK2556321.1, KAK2553684.1, KAK2570546.1, KAK2570776.1
OG0001025	TPPP2_HUMAN, TPPP3_HUMAN, TPPP_HUMAN	KAK2556916.1
OG0001040	ZNT2_HUMAN	KAK2559813.1, KAK2570484.1, KAK2570483.1
OG0001054	BCAP_HUMAN, BANK1_HUMAN	KAK2563947.1
OG0001070	KDIS_HUMAN, NKPD1_HUMAN	KAK2567917.1, KAK2567916.1
OG0001084	GAPR1_HUMAN	KAK2572149.1, KAK2570165.1, KAK2570346.1
OG0001097	2AAB_HUMAN, 2AAA_HUMAN	KAK2573629.1
OG0001143	DOK4_HUMAN, DOK5_HUMAN, DOK6_HUMAN	KAK2566932.1, KAK2566930.1
OG0001160	CY24B_HUMAN, NOX1_HUMAN, NOX3_HUMAN	KAK2570816.1, KAK2560167.1
OG0001279	MTCH1_HUMAN, MTCH2_HUMAN	KAK2563662.1
OG0001312	SCUB3_HUMAN, SCUB1_HUMAN, SCUB2_HUMAN	KAK2569034.1
OG0001329	GGA2_HUMAN, GGA3_HUMAN, GGA1_HUMAN	KAK2572069.1
OG0001343	DLG2_HUMAN, DLG3_HUMAN, DLG4_HUMAN, DLG1_HUMAN	KAK2573330.1
OG0001161	BMI1_HUMAN, PCGF2_HUMAN	KAK2562051.1, KAK2562052.1
OG0001167	GDC_HUMAN	KAK2560172.1, KAK2553446.1
OG0001180	SRPK3_HUMAN, SRPK1_HUMAN, SRPK2_HUMAN	KAK2547995.1
OG0001207	HNRL1_HUMAN, HNRL2_HUMAN, HNRPU_HUMAN	KAK2552310.1, KAK2555011.1
OG0001217	SPTC2_HUMAN, SPTC3_HUMAN	KAK2553865.1, KAK2561802.1, KAK2561768.1, KAK2561765.1, KAK2561766.1
OG0001230	RAE1_HUMAN, RAE2_HUMAN	KAK2556024.1
OG0001247	RBP10_HUMAN, RPB3_HUMAN, RANB9_HUMAN	KAK2559661.1
OG0001267	SENP3_HUMAN, SENP5_HUMAN, SENP2_HUMAN, SENP1_HUMAN	KAK2562098.1
OG0001282	TPMT_HUMAN	KAK2564041.1, KAK2573451.1, KAK2568547.1, KAK2568552.1
OG0001288	IQIP1_HUMAN, SCHI1_HUMAN	KAK2565037.1
OG0001304	LAR1B_HUMAN, LARP1_HUMAN	KAK2568074.1
OG0001319	MYO9B_HUMAN, MYO9A_HUMAN	KAK2570787.1
OG0001333	F178B_HUMAN, SLF2_HUMAN	KAK2572551.1
OG0001346	RHG33_HUMAN	KAK2573877.1
OG0001377	AT8A1_HUMAN, AT8A2_HUMAN	KAK2563478.1
OG0001394	B3A3_HUMAN, B3AT_HUMAN, B3A2_HUMAN	KAK2554236.1, KAK2554259.1
OG0001181	GNL3L_HUMAN, GNL3_HUMAN	KAK2548040.1
OG0001193	MKNK1_HUMAN, MKNK2_HUMAN	KAK2550048.1
OG0001205	DRC1_HUMAN	KAK2551528.1
OG0001216	CCD62_HUMAN	KAK2553709.1
OG0001229	THA10_HUMAN	KAK2555867.1, KAK2558700.1
OG0001246	AB17B_HUMAN, AB17C_HUMAN, AB17A_HUMAN	KAK2559216.1
OG0001262	ARP3B_HUMAN, ARP3_HUMAN	KAK2561566.1
OG0001276	TICN2_HUMAN, TICN1_HUMAN, TICN3_HUMAN	KAK2563256.1
OG0001294	ZN641_HUMAN, RHIT_HUMAN	KAK2566233.1
OG0001309	CO72L_HUMAN, CX7A1_HUMAN, COX7S_HUMAN, CX7A2_HUMAN	KAK2568923.1
OG0001328	HAGHL_HUMAN, GLO2_HUMAN, PNKD_HUMAN	KAK2571990.1
OG0001342	COE1_HUMAN, COE2_HUMAN, COE4_HUMAN, COE3_HUMAN	KAK2573061.1
OG0001385	S6A19_HUMAN, S6A18_HUMAN, S6A20_HUMAN	KAK2560677.1
OG0001402	VINEX_HUMAN, SRBS1_HUMAN, SRBS2_HUMAN	KAK2546760.1, KAK2548950.1
OG0001206	HCN3_HUMAN, HCN2_HUMAN, HCN1_HUMAN, HCN4_HUMAN	KAK2551929.1
OG0001253	TBD2B_HUMAN, TBD2A_HUMAN	KAK2560276.1, KAK2567207.1
OG0001260	F117B_HUMAN, F117A_HUMAN, GLCI1_HUMAN	KAK2561324.1
OG0001278	PPAT_HUMAN, PPAL_HUMAN, PPAP_HUMAN	KAK2563658.1
OG0001284	NF2L2_HUMAN, NFE2_HUMAN, NF2L3_HUMAN, NF2L1_HUMAN	KAK2564741.1
OG0001300	HEBP2_HUMAN	KAK2567077.1, KAK2567079.1, KAK2574342.1
OG0001316	PARD3_HUMAN, PAR3L_HUMAN	KAK2570012.1
OG0001332	MAD3_HUMAN, MAD4_HUMAN, MXI1_HUMAN, MAD1_HUMAN	KAK2572233.1
OG0001345	ACE_HUMAN	KAK2573744.1, KAK2573452.1, KAK2573447.1
OG0001392	IMA1_HUMAN, IMA8_HUMAN	KAK2548056.1
OG0001410	DNSL2_HUMAN, DNAS1_HUMAN	KAK2548008.1, KAK2547191.1
OG0001416	ZHANG_HUMAN	KAK2550480.1, KAK2547682.1
OG0001190	CAST1_HUMAN, CAST2_HUMAN, CAST3_HUMAN	KAK2549728.1
OG0001200	GAB1_HUMAN, GAB3_HUMAN, GAB2_HUMAN, GAB4_HUMAN	KAK2551282.1
OG0001211	PBX4_HUMAN, PBX1_HUMAN, PBX2_HUMAN, PBX3_HUMAN	KAK2553194.1
OG0001224	TOX4_HUMAN, TOX3_HUMAN, TOX2_HUMAN, TOX_HUMAN	KAK2554461.1
OG0001255	CBS_HUMAN	KAK2560495.1
OG0001305	HNRH3_HUMAN, HNRPF_HUMAN, HNRH2_HUMAN, HNRH1_HUMAN	KAK2568364.1, KAK2568365.1
OG0001323	TKT_HUMAN, TKTL1_HUMAN, TKTL2_HUMAN	KAK2571039.1, KAK2571235.1
OG0001338	GABP1_HUMAN, GABP2_HUMAN	KAK2572886.1
OG0001383	BEND3_HUMAN	KAK2549599.1
OG0001390	UBA7_HUMAN, UBA1_HUMAN	KAK2548604.1
OG0001408	MP2K1_HUMAN, MP2K2_HUMAN	KAK2551928.1, KAK2548680.1, KAK2547145.1
OG0001426	TASOR_HUMAN	KAK2567979.1, KAK2548279.1
OG0001440	INT8_HUMAN	KAK2550023.1
OG0001252	FBX5_HUMAN, FBX43_HUMAN	KAK2559900.1, KAK2559989.1, KAK2559990.1, KAK2559987.1, KAK2559991.1
OG0001257	HDAC7_HUMAN, HDAC4_HUMAN, HDAC9_HUMAN, HDAC5_HUMAN	KAK2561206.1
OG0001271	SHB_HUMAN, SHD_HUMAN, SHE_HUMAN, SHF_HUMAN	KAK2563044.1
OG0001289	TEAD1_HUMAN, TEAD4_HUMAN, TEAD2_HUMAN, TEAD3_HUMAN	KAK2565058.1
OG0001302	DICER_HUMAN	KAK2567375.1, KAK2567376.1, KAK2567421.1
OG0001317	BIN1_HUMAN, AMPH_HUMAN	KAK2570159.1
OG0001322	PDE10_HUMAN	KAK2574082.1, KAK2570879.1
OG0001336	ENTP1_HUMAN, ENTP3_HUMAN, ENTP8_HUMAN, ENTP2_HUMAN	KAK2572786.1
OG0001348	MSI1H_HUMAN, MSI2H_HUMAN	KAK2574288.1
OG0001376	TBB1_HUMAN	KAK2553506.1, KAK2560803.1, KAK2560804.1
OG0001391	AL1A1_HUMAN, AL1A3_HUMAN, AL1A2_HUMAN	KAK2567848.1
OG0001411	G6PD_HUMAN	KAK2547236.1
OG0001441	ROR1_HUMAN, ROR2_HUMAN	KAK2550058.1, KAK2550057.1
OG0001258	ASIC4_HUMAN, ASIC3_HUMAN, ASIC2_HUMAN, ASIC1_HUMAN	KAK2561216.1
OG0001273	CLN3_HUMAN	KAK2563130.1
OG0001307	DHRS7_HUMAN	KAK2568739.1, KAK2572434.1, KAK2572435.1, KAK2572432.1, KAK2572431.1, KAK2572437.1
OG0001325	KDM5B_HUMAN, KDM5A_HUMAN, KDM5C_HUMAN, KDM5D_HUMAN	KAK2571275.1
OG0001339	T11L1_HUMAN, T11L2_HUMAN, T11X1_HUMAN, T11X2_HUMAN, TCP11_HUMAN	KAK2572887.1
OG0001374	ALX3_HUMAN, ALX1_HUMAN, ALX4_HUMAN	KAK2569352.1, KAK2569413.1
OG0001389	PTN3_HUMAN, PTN4_HUMAN	KAK2564770.1
OG0001405	CTSRE_HUMAN	KAK2568968.1, KAK2560412.1, KAK2546916.1, KAK2550761.1
OG0001437	SYN1_HUMAN, SYN3_HUMAN, SYN2_HUMAN	KAK2549606.1, KAK2549601.1
OG0001452	BBS2_HUMAN	KAK2551856.1
OG0001487	SAHH2_HUMAN, SAHH3_HUMAN	KAK2555703.1
OG0001504	IF4G1_HUMAN, IF4G3_HUMAN	KAK2557629.1, KAK2557679.1
OG0001263	CP46A_HUMAN	KAK2571182.1, KAK2571040.1, KAK2561702.1, KAK2561703.1
OG0001277	KCNN4_HUMAN, KCNN2_HUMAN, KCNN1_HUMAN, KCNN3_HUMAN	KAK2563371.1
OG0001295	GFPT1_HUMAN, GFPT2_HUMAN	KAK2566426.1
OG0001311	RUVB2_HUMAN	KAK2569005.1
OG0001327	PKHD1_HUMAN, PKHL1_HUMAN	KAK2572404.1, KAK2571632.1
OG0001341	HTRA2_HUMAN, HTRA3_HUMAN, HTRA4_HUMAN, HTRA1_HUMAN	KAK2572973.1
OG0001393	MYBB_HUMAN, MYBA_HUMAN, MYB_HUMAN	KAK2551854.1
OG0001427	CLK2_HUMAN, CLK3_HUMAN, CLK4_HUMAN, CLK1_HUMAN	KAK2548464.1
OG0001442	EFS_HUMAN, CASL_HUMAN, BCAR1_HUMAN	KAK2550395.1
OG0001456	RM44_HUMAN	KAK2552360.1, KAK2552361.1, KAK2552358.1, KAK2574321.1
OG0001472	LAP2B_HUMAN, LAP2A_HUMAN	KAK2554002.1
OG0001489	JADE3_HUMAN, JADE2_HUMAN, JADE1_HUMAN	KAK2556080.1
OG0001505	CBPC3_HUMAN, CBPC2_HUMAN	KAK2557888.1, KAK2569276.1
OG0001519	PAR6A_HUMAN, PAR6B_HUMAN, PAR6G_HUMAN	KAK2559620.1
OG0001148	DKK3_HUMAN, DKK4_HUMAN, DKK2_HUMAN, DKK1_HUMAN	KAK2570337.1
OG0001233	P63_HUMAN, P73_HUMAN	KAK2556742.1
OG0001250	NKAI1_HUMAN, NKAI3_HUMAN, NKAI4_HUMAN, NKAI2_HUMAN	KAK2559814.1
OG0001268	D19L1_HUMAN, D19P1_HUMAN, D19P2_HUMAN, D19L2_HUMAN	KAK2562156.1
OG0001287	COQA1_HUMAN, EMID1_HUMAN, EMIL3_HUMAN, EMIL1_HUMAN	KAK2565020.1
OG0001318	GSTO2_HUMAN, GSTO1_HUMAN	KAK2570499.1, KAK2570500.1
OG0001380	FIGLA_HUMAN	KAK2562190.1, KAK2562026.1, KAK2562023.1, KAK2562025.1
OG0001396	FKBP7_HUMAN, FKB14_HUMAN	KAK2558763.1
OG0001422	BST1_HUMAN, CD38_HUMAN	KAK2548074.1, KAK2565819.1
OG0001457	PPIC_HUMAN, PPIB_HUMAN, PPIG_HUMAN	KAK2552381.1, KAK2552828.1
OG0001474	LITAD_HUMAN, LITAF_HUMAN	KAK2554258.1, KAK2556887.1
OG0001492	ENOA_HUMAN, ENOG_HUMAN, ENOB_HUMAN	KAK2556406.1
OG0001510	RCAN1_HUMAN, RCAN3_HUMAN, RCAN2_HUMAN	KAK2558085.1
OG0001218	KAP3_HUMAN, KAP2_HUMAN	KAK2574077.1, KAK2553879.1
OG0001249	KIF28_HUMAN	KAK2559733.1, KAK2570031.1
OG0001265	NDRG3_HUMAN, NDRG1_HUMAN, NDRG2_HUMAN, NDRG4_HUMAN	KAK2561946.1
OG0001283	DAZP1_HUMAN	KAK2564402.1, KAK2568429.1
OG0001299	CNTRL_HUMAN	KAK2567007.1, KAK2567282.1
OG0001320	MAOM_HUMAN, MAON_HUMAN, MAOX_HUMAN	KAK2570809.1
OG0001335	ST32C_HUMAN, ST32A_HUMAN, ST32B_HUMAN	KAK2572629.1
OG0001349	STX1B_HUMAN, STX1A_HUMAN, STX3_HUMAN, STX2_HUMAN	KAK2574338.1
OG0001424	KITM_HUMAN	KAK2548134.1, KAK2548135.1
OG0001438	MARE3_HUMAN, MARE1_HUMAN	KAK2549724.1
OG0001444	WNT8B_HUMAN, WNT8A_HUMAN	KAK2560287.1, KAK2560076.1, KAK2550497.1, KAK2560080.1
OG0001460	DRAM1_HUMAN, DRAM2_HUMAN	KAK2569188.1, KAK2552617.1, KAK2566590.1
OG0001478	HSF2_HUMAN, HSF4_HUMAN, HSF1_HUMAN	KAK2554769.1
OG0001483	SNX2_HUMAN	KAK2555411.1
OG0001499	CHD3_HUMAN, CHD4_HUMAN, CHD5_HUMAN	KAK2557310.1
OG0001515	PRD14_HUMAN	KAK2569681.1, KAK2558721.1, KAK2559822.1
OG0001259	R3HD1_HUMAN, R3HD2_HUMAN, ARP21_HUMAN	KAK2561247.1
OG0001274	MAN1_HUMAN	KAK2563136.1
OG0001314	ELAV1_HUMAN, ELAV3_HUMAN, ELAV4_HUMAN, ELAV2_HUMAN	KAK2569753.1
OG0001331	2ABB_HUMAN, 2ABG_HUMAN, 2ABA_HUMAN, 2ABD_HUMAN	KAK2572223.1
OG0001344	INT10_HUMAN	KAK2573370.1
OG0001373	CDK16_HUMAN, CDK18_HUMAN, CDK17_HUMAN	KAK2548923.1
OG0001379	NEK3_HUMAN, NEK5_HUMAN, NEK1_HUMAN	KAK2567807.1
OG0001395	SMAD9_HUMAN, SMAD5_HUMAN, SMAD1_HUMAN	KAK2567758.1, KAK2567764.1
OG0001419	ATS15_HUMAN, ATS1_HUMAN, ATS9_HUMAN, ATS20_HUMAN	KAK2547971.1
OG0001466	TM198_HUMAN	KAK2553271.1, KAK2559756.1, KAK2570298.1
OG0001484	PDZ11_HUMAN, WHRN_HUMAN	KAK2555495.1
OG0001501	LRC41_HUMAN	KAK2557430.1
OG0001517	AMD_HUMAN	KAK2559276.1
OG0001550	LIMS1_HUMAN, LIMS3_HUMAN, LIMS4_HUMAN, LIMS2_HUMAN	KAK2562819.1
OG0001275	FAT2_HUMAN, FAT1_HUMAN, FAT3_HUMAN	KAK2563222.1
OG0001292	GPSM1_HUMAN, GPSM2_HUMAN	KAK2565904.1
OG0001306	STAC3_HUMAN, STAC2_HUMAN, STAC_HUMAN	KAK2568451.1, KAK2568449.1
OG0001321	MA1A1_HUMAN, MA1A2_HUMAN	KAK2570835.1
OG0001334	SORC2_HUMAN, SORC3_HUMAN, SORC1_HUMAN	KAK2572594.1
OG0001378	S39A6_HUMAN, S39AA_HUMAN	KAK2565157.1, KAK2570368.1, KAK2570363.1, KAK2570369.1
OG0001382	HLTF_HUMAN	KAK2562999.1, KAK2562810.1, KAK2562863.1, KAK2562891.1, KAK2562864.1, KAK2562796.1
OG0001397	DAPK2_HUMAN, DAPK3_HUMAN	KAK2559130.1
OG0001420	NEK2_HUMAN	KAK2548000.1, KAK2553893.1, KAK2553895.1, KAK2554303.1, KAK2553998.1
OG0001451	CDS2_HUMAN, CDS1_HUMAN	KAK2551831.1
OG0001468	LDHB_HUMAN, LDHA_HUMAN, LDH6A_HUMAN, LDH6B_HUMAN, LDHC_HUMAN	KAK2553397.1
OG0001486	FBH1_HUMAN	KAK2555635.1
OG0001518	MDGA2_HUMAN, MDGA1_HUMAN	KAK2559310.1
OG0001536	ATLA1_HUMAN, ATLA3_HUMAN, ATLA2_HUMAN	KAK2561147.1
OG0001553	KASH5_HUMAN, IRAG1_HUMAN, IRAG2_HUMAN	KAK2563714.1, KAK2563708.1
OG0001559	COG8_HUMAN	KAK2564920.1, KAK2564916.1
OG0001315	AGRL4_HUMAN, AGRL3_HUMAN, AGRL1_HUMAN, AGRL2_HUMAN	KAK2570002.1
OG0001372	ACTT3_HUMAN, ACTT2_HUMAN, ACTT1_HUMAN	KAK2571580.1, KAK2571582.1
OG0001387	CA2D1_HUMAN, CA2D2_HUMAN	KAK2563241.1
OG0001417	BANP_HUMAN	KAK2547737.1
OG0001433	SMRC1_HUMAN, SMRC2_HUMAN	KAK2549065.1
OG0001462	ATS12_HUMAN, ATS7_HUMAN, ATS6_HUMAN, ATS10_HUMAN	KAK2552871.1
OG0001479	P85B_HUMAN, P85A_HUMAN, P55G_HUMAN	KAK2555004.1
OG0001496	KIF2C_HUMAN, KIF2B_HUMAN, KIF2A_HUMAN	KAK2556755.1
OG0001530	GRP4_HUMAN, GRP1_HUMAN, GRP3_HUMAN, GRP2_HUMAN	KAK2560509.1
OG0001546	NOL4L_HUMAN, NOL4_HUMAN	KAK2562305.1
OG0001562	IPO8_HUMAN, IPO7_HUMAN	KAK2565652.1
OG0001577	S18B1_HUMAN	KAK2567073.1
OG0001593	COQ8A_HUMAN, COQ8B_HUMAN	KAK2568633.1, KAK2568637.1
OG0001337	NAV1_HUMAN, NAV3_HUMAN, NAV2_HUMAN	KAK2572813.1
OG0001347	NOS2_HUMAN, NOS3_HUMAN, NOS1_HUMAN	KAK2574222.1, KAK2574255.1, KAK2574092.1
OG0001386	WFDC6_HUMAN, EPPI_HUMAN	KAK2574595.1, KAK2571823.1, KAK2572022.1
OG0001400	ACBD4_HUMAN, ACBD5_HUMAN	KAK2570022.1
OG0001418	IMDH1_HUMAN, IMDH2_HUMAN	KAK2547949.1, KAK2563546.1
OG0001434	OTOP1_HUMAN, OTOP3_HUMAN, OTOP2_HUMAN	KAK2549223.1
OG0001449	MBOA2_HUMAN, MBOA1_HUMAN	KAK2551522.1, KAK2551502.1
OG0001463	CMA1A_HUMAN, CMA1B_HUMAN	KAK2552872.1, KAK2560588.1
OG0001480	ZAP70_HUMAN, KSYK_HUMAN	KAK2555081.1
OG0001497	TBC20_HUMAN	KAK2556780.1
OG0001514	HME1_HUMAN, HME2_HUMAN	KAK2572588.1, KAK2558660.1
OG0001547	XKR4_HUMAN, XKR6_HUMAN, XKR7_HUMAN	KAK2562333.1
OG0001552	SAR1A_HUMAN, SAR1B_HUMAN	KAK2563578.1
OG0001567	MINY1_HUMAN, MINY2_HUMAN	KAK2566402.1
OG0001583	TMT1A_HUMAN, TMT1B_HUMAN	KAK2567750.1
OG0001597	FMNL1_HUMAN, FMNL3_HUMAN, FMNL2_HUMAN	KAK2569266.1, KAK2569267.1
OG0001371	LY66D_HUMAN	KAK2558808.1
OG0001406	TTC7A_HUMAN, TTC7B_HUMAN	KAK2546969.1
OG0001425	IRF2_HUMAN, IRF1_HUMAN	KAK2548259.1, KAK2551517.1
OG0001439	CBAR1_HUMAN, CBAR2_HUMAN	KAK2554779.1, KAK2549993.1, KAK2574035.1
OG0001454	AT2B4_HUMAN, AT2B1_HUMAN, AT2B3_HUMAN, AT2B2_HUMAN	KAK2552123.1
OG0001473	TRAK2_HUMAN, TRAK1_HUMAN	KAK2554235.1
OG0001538	RAB5B_HUMAN, RAB5A_HUMAN, RAB5C_HUMAN	KAK2561522.1
OG0001569	TNF10_HUMAN, YB003_HUMAN, TNF11_HUMAN	KAK2566623.1, KAK2566641.1
OG0001584	VP13A_HUMAN, VP13C_HUMAN	KAK2568113.1, KAK2567923.1
OG0001590	IPP2C_HUMAN, IPP2L_HUMAN, IPP2B_HUMAN, IPP2_HUMAN	KAK2568348.1
OG0001604	FXL20_HUMAN, FBXL2_HUMAN	KAK2570091.1
OG0001619	RHG44_HUMAN, RHG17_HUMAN, 3BP1_HUMAN, BGIN_HUMAN	KAK2571570.1
OG0001330	PKHA2_HUMAN, PKHA1_HUMAN	KAK2572158.1
OG0001384	1433E_HUMAN	KAK2558316.1, KAK2558232.1, KAK2558234.1, KAK2558237.1
OG0001398	TPT2L_HUMAN, AKD1A_HUMAN, SPOT1_HUMAN, TPTE2_HUMAN, TPTE_HUMAN	KAK2552106.1
OG0001415	RPAC1_HUMAN	KAK2547672.1, KAK2561814.1
OG0001431	MANF_HUMAN, CDNF_HUMAN	KAK2548858.1
OG0001445	MGT4C_HUMAN	KAK2550806.1, KAK2550814.1, KAK2563147.1, KAK2570769.1, KAK2566530.1
OG0001459	SGCG_HUMAN, SGCD_HUMAN, SGCZ_HUMAN	KAK2552612.1
OG0001477	ATX3L_HUMAN, ATX3_HUMAN	KAK2554678.1
OG0001493	DVL3_HUMAN, DVL1_HUMAN, DVLP1_HUMAN	KAK2556410.1
OG0001526	MYO3B_HUMAN, MYO3A_HUMAN	KAK2560371.1, KAK2560538.1
OG0001543	ZN318_HUMAN	KAK2561938.1
OG0001560	MBD4_HUMAN	KAK2565105.1
OG0001575	CIP4_HUMAN, FBP1L_HUMAN, FNBP1_HUMAN	KAK2566985.1
OG0001589	WDR4_HUMAN	KAK2568277.1, KAK2568280.1
OG0001603	TRAF4_HUMAN	KAK2570015.1, KAK2573853.1, KAK2574625.1
OG0001618	RHOB_HUMAN, RHOC_HUMAN, RHOA_HUMAN	KAK2571546.1, KAK2571547.1
OG0001633	IGDC4_HUMAN, PRTG_HUMAN, IGDC3_HUMAN	KAK2573216.1
OG0001432	CERK1_HUMAN	KAK2548918.1
OG0001447	ATD3A_HUMAN, ATD3B_HUMAN	KAK2551173.1
OG0001464	ELYS_HUMAN	KAK2553031.1
OG0001482	RGPS1_HUMAN, RGPS2_HUMAN	KAK2555343.1
OG0001498	RFOX2_HUMAN, RFOX3_HUMAN, RFOX1_HUMAN	KAK2557217.1
OG0001502	TNIK_HUMAN, MINK1_HUMAN, M4K4_HUMAN	KAK2557495.1, KAK2566772.1
OG0001507	SCML1_HUMAN, SCML2_HUMAN, SCML4_HUMAN, SCMH1_HUMAN	KAK2557952.1
OG0001525	ANTRL_HUMAN, ANTR1_HUMAN, ANTR2_HUMAN	KAK2560266.1
OG0001542	TM63C_HUMAN, TM63B_HUMAN, TM63A_HUMAN	KAK2561617.1
OG0001558	FMR1_HUMAN, FXR2_HUMAN, FXR1_HUMAN	KAK2564783.1
OG0001573	LHX9_HUMAN, LHX2_HUMAN, CA053_HUMAN	KAK2566921.1
OG0001587	LOXH1_HUMAN	KAK2568183.1, KAK2568379.1
OG0001601	CEGT_HUMAN	KAK2569750.1
OG0001616	AL1L1_HUMAN, AL1L2_HUMAN	KAK2571422.1
OG0001631	DYR_HUMAN, DYR2_HUMAN	KAK2572801.1
OG0001636	ARHG4_HUMAN, ARHG9_HUMAN, SPT13_HUMAN	KAK2573434.1
OG0001429	F264_HUMAN, F261_HUMAN, F263_HUMAN, F262_HUMAN	KAK2548684.1
OG0001443	FAN_HUMAN	KAK2550481.1
OG0001458	EHD4_HUMAN, EHD2_HUMAN, EHD1_HUMAN, EHD3_HUMAN	KAK2552527.1
OG0001476	METK1_HUMAN, METK2_HUMAN	KAK2568359.1, KAK2554612.1
OG0001494	MTHR_HUMAN	KAK2556509.1, KAK2557686.1
OG0001512	CIPC_HUMAN	KAK2558224.1, KAK2558228.1
OG0001529	MYL9_HUMAN, ML12A_HUMAN, ML12B_HUMAN	KAK2560500.1, KAK2561378.1, KAK2561379.1
OG0001545	ANR28_HUMAN, ANR44_HUMAN, ANR52_HUMAN	KAK2562097.1
OG0001561	PPIP1_HUMAN, PPIP2_HUMAN	KAK2565384.1
OG0001576	SFPA2_HUMAN, SFTA1_HUMAN, COL10_HUMAN, SFTPD_HUMAN	KAK2567013.1
OG0001605	CNPY3_HUMAN, CNPY4_HUMAN	KAK2572220.1, KAK2570475.1, KAK2570283.1, KAK2570471.1
OG0001621	3MG_HUMAN	KAK2571622.1
OG0001639	UN93A_HUMAN	KAK2573936.1
OG0001686	SOX2_HUMAN, SOX1_HUMAN, SOX3_HUMAN	KAK2573462.1
OG0001702	KPCL_HUMAN, KPCE_HUMAN	KAK2568686.1
OG0001471	NISCH_HUMAN	KAK2553767.1, KAK2571080.1, KAK2571079.1
OG0001475	THEM5_HUMAN, THEM4_HUMAN	KAK2554549.1
OG0001491	DDX25_HUMAN, DD19B_HUMAN, DD19A_HUMAN	KAK2556340.1, KAK2556399.1
OG0001508	KDM1A_HUMAN	KAK2558028.1
OG0001523	TET1_HUMAN, TET3_HUMAN, TET2_HUMAN	KAK2560127.1
OG0001540	PDE1B_HUMAN, PDE1A_HUMAN, PDE1C_HUMAN	KAK2561580.1
OG0001555	IREB2_HUMAN, ACOHC_HUMAN	KAK2563867.1
OG0001582	PELI3_HUMAN, PELI1_HUMAN, PELI2_HUMAN	KAK2567573.1
OG0001626	HXK4_HUMAN	KAK2572234.1
OG0001644	CC157_HUMAN, MND1_HUMAN	KAK2574368.1
OG0001674	MK01_HUMAN, MK03_HUMAN	KAK2558265.1
OG0001688	ACV1C_HUMAN, ACV1B_HUMAN, TGFR1_HUMAN	KAK2551741.1
OG0001703	NKX26_HUMAN, NKX25_HUMAN, NKX23_HUMAN	KAK2572452.1
OG0001719	PI51A_HUMAN, PIPSL_HUMAN, PSMD4_HUMAN	KAK2572448.1
OG0001724	NEC2_HUMAN, FURIN_HUMAN, PCSK4_HUMAN	KAK2550451.1
OG0001524	CT202_HUMAN, F167B_HUMAN, F167A_HUMAN	KAK2560132.1, KAK2561057.1
OG0001541	KI26B_HUMAN, KI26A_HUMAN	KAK2561614.1
OG0001557	CRTC1_HUMAN, CRTC3_HUMAN, CRTC2_HUMAN	KAK2564358.1
OG0001571	TTC12_HUMAN	KAK2566699.1
OG0001586	ITPR1_HUMAN, ITPR3_HUMAN, ITPR2_HUMAN	KAK2568121.1
OG0001600	SNG3_HUMAN, SNG1_HUMAN, SNG2L_HUMAN, SNG2_HUMAN	KAK2569484.1
OG0001615	HEM1_HUMAN, HEM0_HUMAN	KAK2571291.1
OG0001620	BAIP2_HUMAN, BI2L2_HUMAN, BI2L1_HUMAN	KAK2571616.1
OG0001635	FND3B_HUMAN, FND3A_HUMAN	KAK2573390.1
OG0001682	AT10A_HUMAN, AT10B_HUMAN, AT10D_HUMAN	KAK2563357.1
OG0001698	RAB1A_HUMAN, RAB1C_HUMAN, RAB1B_HUMAN	KAK2567320.1, KAK2562951.1
OG0001713	MILK1_HUMAN, MILK2_HUMAN	KAK2565013.1
OG0001717	OTP_HUMAN	KAK2552878.1
OG0001767	AMZ2_HUMAN, AMZ1_HUMAN	KAK2569157.1, KAK2548855.1
OG0001527	AHR_HUMAN, AHRR_HUMAN	KAK2560482.1, KAK2563660.1
OG0001532	PRR36_HUMAN, BTBD8_HUMAN	KAK2560733.1
OG0001548	OXSR1_HUMAN, STK39_HUMAN	KAK2562554.1
OG0001563	BAG6_HUMAN	KAK2565824.1, KAK2565825.1
OG0001578	CIAO1_HUMAN	KAK2567205.1
OG0001594	CNIH1_HUMAN, CNIH2_HUMAN, CNIH3_HUMAN	KAK2568812.1
OG0001608	MGST3_HUMAN	KAK2570614.1
OG0001624	TTYH3_HUMAN, TTYH1_HUMAN, TTYH2_HUMAN	KAK2571924.1, KAK2571963.1
OG0001641	TAOK3_HUMAN, TAOK1_HUMAN	KAK2574131.1
OG0001678	AMPE_HUMAN	KAK2565154.1, KAK2565156.1
