Orthogroup	Hsap	Acer
OG0005808	IF4H_HUMAN	KAK2549730.1
OG0005826	DPOD4_HUMAN	KAK2549782.1
OG0005843	ZRAB2_HUMAN	KAK2550041.1
OG0005878	UTP4_HUMAN	KAK2550404.1
OG0005884	MSRA_HUMAN	KAK2550467.1
OG0005901	REV1_HUMAN	KAK2550569.1
OG0005919	NDUF7_HUMAN	KAK2550805.1
OG0005936	GMPPB_HUMAN	KAK2550934.1
OG0005952	S66A2_HUMAN	KAK2551026.1
OG0005968	PDE6D_HUMAN	KAK2551210.1
OG0005987	T23O_HUMAN	KAK2551312.1
OG0006003	RL19_HUMAN	KAK2551466.1
OG0006022	DDHD1_HUMAN	KAK2551725.1
OG0006039	VPS18_HUMAN	KAK2551808.1
OG0006054	TPIS_HUMAN	KAK2552219.1
OG0006083	IDS_HUMAN	KAK2552638.1
OG0006099	PTN9_HUMAN	KAK2552886.1
OG0006116	INT11_HUMAN	KAK2552978.1
OG0006133	FBX31_HUMAN	KAK2553162.1
OG0006150	ZDH12_HUMAN	KAK2553259.1
OG0006168	ERIC3_HUMAN	KAK2553434.1
OG0006186	UBE2W_HUMAN	KAK2553683.1
OG0006206	WDR20_HUMAN	KAK2553790.1
OG0006223	TPRA1_HUMAN	KAK2553907.1
OG0006241	THADA_HUMAN	KAK2554090.1
OG0006258	CNPD1_HUMAN	KAK2554325.1
OG0006276	PSA4_HUMAN	KAK2554517.1
OG0006294	LMBD2_HUMAN	KAK2554648.1
OG0006311	CTDP1_HUMAN	KAK2554747.1
OG0006344	OGFD1_HUMAN	KAK2555040.1
OG0006360	KATL2_HUMAN	KAK2555296.1
OG0006376	AL9A1_HUMAN	KAK2555435.1
OG0005806	SBDS_HUMAN	KAK2549727.1
OG0005823	ASM_HUMAN	KAK2549778.1
OG0005841	NDC1_HUMAN	KAK2550037.1
OG0005859	SF3B4_HUMAN	KAK2550226.1
OG0005876	PYRD1_HUMAN	KAK2550399.1
OG0005896	CDT1_HUMAN	KAK2550508.1
OG0005914	BLML_HUMAN	KAK2550649.1, KAK2555616.1
OG0005930	MMAA_HUMAN	KAK2550883.1
OG0005946	LDHD_HUMAN	KAK2551003.1
OG0005962	PCP_HUMAN	KAK2551146.1
OG0005979	GLIS2_HUMAN	KAK2551266.1
OG0005997	TIM29_HUMAN	KAK2551441.1
OG0006031	JMJD4_HUMAN	KAK2551760.1
OG0006037	CA074_HUMAN	KAK2551802.1
OG0006051	PLRG1_HUMAN	KAK2552110.1
OG0006063	ZC3HE_HUMAN	KAK2552325.1
OG0006079	FANCB_HUMAN	KAK2552569.1
OG0006097	EXOC5_HUMAN	KAK2552863.1
OG0006113	TRM13_HUMAN	KAK2552932.1
OG0006129	KIF15_HUMAN	KAK2553136.1
OG0006145	BUB3_HUMAN	KAK2553245.1
OG0006151	DOPP1_HUMAN	KAK2553263.1
OG0006166	GEMI7_HUMAN	KAK2553410.1
OG0006183	NDUS5_HUMAN	KAK2553656.1
OG0006202	BPNT1_HUMAN	KAK2553760.1
OG0006222	ZC3C1_HUMAN	KAK2553900.1
OG0006240	CCD61_HUMAN	KAK2554072.1
OG0006256	ABD18_HUMAN	KAK2554302.1
OG0006273	NOL6_HUMAN	KAK2554504.1
OG0006289	R3HD4_HUMAN	KAK2554623.1
OG0006306	PMGT2_HUMAN	KAK2554710.1
OG0006322	DHPR_HUMAN	KAK2554886.1
OG0006367	XYLK_HUMAN	KAK2555357.1
OG0006383	EIF3G_HUMAN	KAK2555462.1
OG0005721	SF3B6_HUMAN	KAK2548442.1
OG0005737	LTOR1_HUMAN	KAK2548621.1
OG0005773	SYIC_HUMAN	KAK2549439.1
OG0005778	ERGI1_HUMAN	KAK2549480.1
OG0005796	CC169_HUMAN	KAK2549661.1
OG0005813	TTC41_HUMAN	KAK2549741.1
OG0005831	GRRE1_HUMAN	KAK2549968.1
OG0005847	MTREX_HUMAN	KAK2550050.1
OG0005864	LYRM2_HUMAN	KAK2550259.1
OG0005882	ARPC4_HUMAN	KAK2550452.1
OG0005899	RL24_HUMAN	KAK2550554.1
OG0005917	FANCM_HUMAN	KAK2550763.1
OG0005933	THNS1_HUMAN	KAK2550901.1, KAK2550904.1
OG0005950	GBRL2_HUMAN	KAK2551023.1
OG0005966	ALG3_HUMAN	KAK2551176.1
OG0005983	RM22_HUMAN	KAK2551296.1
OG0005999	ZN474_HUMAN	KAK2551450.1
OG0006020	NC2B_HUMAN	KAK2551713.1
OG0006075	NUSAP_HUMAN	KAK2552540.1
OG0006125	CF418_HUMAN	KAK2553108.1
OG0006140	NDOR1_HUMAN	KAK2553223.1
OG0006158	PLPL9_HUMAN	KAK2553319.1
OG0006174	IPMK_HUMAN	KAK2553484.1
OG0006209	GNA1_HUMAN	KAK2553807.1
OG0006225	RT12_HUMAN	KAK2553922.1
OG0006243	T229B_HUMAN	KAK2554111.1
OG0006260	TMM70_HUMAN	KAK2554353.1
OG0006278	CF161_HUMAN	KAK2554550.1
OG0006295	CCHL_HUMAN	KAK2554650.1
OG0006312	EDC4_HUMAN	KAK2554748.1
OG0006330	MTG1_HUMAN	KAK2554969.1
OG0006347	DMAP1_HUMAN	KAK2555059.1
OG0006362	RABL6_HUMAN	KAK2555300.1
OG0006378	GOGA1_HUMAN	KAK2555445.1
OG0006395	COG5_HUMAN	KAK2555597.1
OG0005797	CD033_HUMAN	KAK2549663.1
OG0005814	NSMA3_HUMAN	KAK2549752.1
OG0005830	ZNT9_HUMAN	KAK2549925.1
OG0005846	GCDH_HUMAN	KAK2550047.1
OG0005861	MBTP2_HUMAN	KAK2550231.1
OG0005879	DDX52_HUMAN	KAK2550406.1
OG0005895	KTNB1_HUMAN	KAK2550507.1
OG0005912	IF4E3_HUMAN	KAK2550636.1
OG0005928	RPA49_HUMAN	KAK2550879.1
OG0005943	COTL1_HUMAN	KAK2550974.1
OG0005959	EXD1_HUMAN	KAK2551132.1
OG0005975	CSTF1_HUMAN	KAK2551246.1
OG0006009	IAH1_HUMAN	KAK2551509.1
OG0006042	ZSWM8_HUMAN	KAK2551835.1
OG0006056	CSN8_HUMAN	KAK2552279.1
OG0006080	DDIAS_HUMAN	KAK2552598.1
OG0006095	NFU1_HUMAN	KAK2552817.1
OG0006110	SUGP1_HUMAN	KAK2552917.1
OG0006123	RPP40_HUMAN	KAK2553097.1
OG0006139	F221B_HUMAN	KAK2553210.1
OG0006157	CC146_HUMAN	KAK2553312.1
OG0006189	PEX13_HUMAN	KAK2553690.1
OG0006207	STX5_HUMAN	KAK2553798.1
OG0006221	UBE2H_HUMAN	KAK2553899.1
OG0006239	COA6_HUMAN	KAK2554071.1
OG0006255	PSB3_HUMAN	KAK2554272.1
OG0006271	YTDC2_HUMAN	KAK2554500.1
OG0006287	FANCC_HUMAN	KAK2554611.1
OG0006291	RIMC1_HUMAN	KAK2554630.1
OG0006324	TCRG1_HUMAN	KAK2554914.1
OG0006339	CTNS_HUMAN	KAK2555028.1
OG0006354	TBC25_HUMAN	KAK2555152.1
OG0006386	CMTR2_HUMAN	KAK2555518.1
OG0006402	ORC2_HUMAN	KAK2555821.1
OG0005910	LKHA4_HUMAN	KAK2550630.1
OG0005925	CH048_HUMAN	KAK2550843.1
OG0005941	TPX2_HUMAN	KAK2550968.1
OG0005958	TM216_HUMAN	KAK2551130.1
OG0005976	PDE9A_HUMAN	KAK2551247.1
OG0005980	LRC59_HUMAN	KAK2551279.1
OG0005996	EXT1_HUMAN	KAK2551432.1
OG0006012	RPC10_HUMAN	KAK2551524.1
OG0006030	DNJC7_HUMAN	KAK2551756.1
OG0006047	LRRK1_HUMAN	KAK2551919.1
OG0006059	AP4M1_HUMAN	KAK2552313.1
OG0006071	PHB1_HUMAN	KAK2552507.1
OG0006089	MIIP_HUMAN	KAK2552697.1
OG0006105	ARMC6_HUMAN	KAK2552901.1
OG0006122	PIGM_HUMAN	KAK2553095.1
OG0006127	PDCD6_HUMAN	KAK2553128.1
OG0006143	KIF14_HUMAN	KAK2553236.1
OG0006161	CD123_HUMAN	KAK2553347.1
OG0006177	CEP44_HUMAN	KAK2553489.1
OG0006181	RN170_HUMAN	KAK2553625.1
OG0006198	TAF2_HUMAN	KAK2553743.1
OG0006214	APMAP_HUMAN	KAK2553835.1
OG0006231	SPF45_HUMAN	KAK2553949.1
OG0006248	DNJC4_HUMAN	KAK2554228.1
OG0006266	BROMI_HUMAN	KAK2554428.1
OG0006283	PT100_HUMAN	KAK2554585.1
OG0006300	CTF8_HUMAN	KAK2554681.1
OG0006305	RNF31_HUMAN	KAK2554709.1
OG0006321	RF1ML_HUMAN	KAK2554830.1
OG0006338	TOPK_HUMAN	KAK2555010.1
OG0006355	PIRC1_HUMAN	KAK2555154.1
OG0006373	ETFA_HUMAN	KAK2555407.1
OG0006391	KIFA3_HUMAN	KAK2555562.1
OG0006409	NAA50_HUMAN	KAK2555966.1
OG0005875	CPIN1_HUMAN	KAK2550398.1
OG0005894	DIK1C_HUMAN	KAK2550506.1
OG0005913	SIN1_HUMAN	KAK2550639.1
OG0005929	ILK_HUMAN	KAK2550881.1
OG0005978	TSR1_HUMAN	KAK2551253.1
OG0005994	SNX17_HUMAN	KAK2551427.1
OG0006010	ABHDD_HUMAN	KAK2551511.1
OG0006027	MITOK_HUMAN	KAK2551746.1
OG0006043	RS14_HUMAN	KAK2551836.1
OG0006073	VPS8_HUMAN	KAK2552517.1
OG0006091	ARMC9_HUMAN	KAK2552740.1
OG0006107	AP4A_HUMAN	KAK2552911.1
OG0006124	COQ9_HUMAN	KAK2553104.1
OG0006141	MED22_HUMAN	KAK2553230.1
OG0006159	UTP18_HUMAN	KAK2553326.1
OG0006175	H1BP3_HUMAN	KAK2553487.1
OG0006192	ZNRF3_HUMAN	KAK2553714.1
OG0006197	ESCO2_HUMAN	KAK2553727.1
OG0006201	MYO19_HUMAN	KAK2553755.1
OG0006217	APLF_HUMAN	KAK2553851.1
OG0006235	RTCB_HUMAN	KAK2553965.1
OG0006252	GOSR2_HUMAN	KAK2554261.1
OG0006269	OXA1L_HUMAN	KAK2554470.1
OG0006286	ADIP_HUMAN	KAK2554607.1
OG0006303	RRFM_HUMAN	KAK2554694.1
OG0006319	RN145_HUMAN	KAK2554826.1
OG0006336	JMJD7_HUMAN	KAK2555002.1
OG0006352	CLPP_HUMAN	KAK2555101.1
OG0006368	STEEP_HUMAN	KAK2555363.1
OG0006384	EDEM3_HUMAN	KAK2555474.1
OG0006401	CK5P3_HUMAN	KAK2555745.1
OG0006419	GTPB8_HUMAN	KAK2556108.1
OG0006436	SGF29_HUMAN	KAK2556295.1
OG0006457	SPAG7_HUMAN	KAK2556473.1
OG0005940	TMM64_HUMAN	KAK2550962.1
OG0005957	RUVB1_HUMAN	KAK2551111.1
OG0005973	MIC10_HUMAN	KAK2551241.1
OG0005991	CFA91_HUMAN	KAK2551350.1
OG0006007	ADCY3_HUMAN	KAK2551488.1
OG0006025	FAAA_HUMAN	KAK2551740.1
OG0006041	UBXN8_HUMAN	KAK2551814.1
OG0006057	PAK4_HUMAN	KAK2552287.1
OG0006069	CASD1_HUMAN	KAK2552497.1
OG0006087	EXOC8_HUMAN	KAK2552680.1
OG0006104	HVCN1_HUMAN	KAK2552900.1
OG0006121	ANO10_HUMAN	KAK2553084.1
OG0006138	HENMT_HUMAN	KAK2553202.1
OG0006156	RL7A_HUMAN	KAK2553285.1
OG0006173	FBX16_HUMAN	KAK2553465.1
OG0006190	RAE1L_HUMAN	KAK2553703.1
OG0006208	L2HDH_HUMAN	KAK2553806.1
OG0006224	GEMI2_HUMAN	KAK2553919.1
OG0006242	DRC7_HUMAN	KAK2554097.1
OG0006259	WNT6_HUMAN	KAK2554329.1
OG0006279	NUF2_HUMAN	KAK2554557.1
OG0006297	DYHC1_HUMAN	KAK2554661.1
OG0006314	6PGL_HUMAN	KAK2554777.1
OG0006331	PIF1_HUMAN	KAK2554981.1
OG0006348	S35A3_HUMAN	KAK2555084.1
OG0006364	GSH0_HUMAN	KAK2555327.1
OG0006380	YETS2_HUMAN	KAK2555453.1
OG0006396	DHRS6_HUMAN	KAK2555601.1
OG0006413	MCAT_HUMAN	KAK2555995.1
OG0006429	IFT22_HUMAN	KAK2556193.1
OG0006446	UBX10_HUMAN	KAK2556397.1
OG0006465	TAF10_HUMAN	KAK2556514.1
OG0006500	LMLN_HUMAN	KAK2556770.1
OG0006517	SNAG_HUMAN	KAK2556915.1
OG0005935	RN123_HUMAN	KAK2550933.1
OG0005949	ADAT1_HUMAN	KAK2551022.1
OG0005964	RIR1_HUMAN	KAK2551158.1
OG0005984	DCTD_HUMAN	KAK2551298.1
OG0006000	S67A1_HUMAN	KAK2551451.1
OG0006032	BAHD1_HUMAN	KAK2551761.1
OG0006058	ZC3HF_HUMAN	KAK2552311.1
OG0006085	RM20_HUMAN	KAK2552676.1
OG0006101	RL36_HUMAN	KAK2552889.1
OG0006115	XRN1_HUMAN	KAK2552969.1
OG0006131	TTLL9_HUMAN	KAK2553155.1
OG0006147	INP5E_HUMAN	KAK2553247.1
OG0006178	YIPF1_HUMAN	KAK2553602.1
OG0006194	ENOF1_HUMAN	KAK2553721.1, KAK2553752.1
OG0006211	MUS81_HUMAN	KAK2553821.1
OG0006227	PQBP1_HUMAN	KAK2553928.1
OG0006244	UBR7_HUMAN	KAK2554144.1
OG0006280	EMC2_HUMAN	KAK2554558.1
OG0006296	LRC42_HUMAN	KAK2554651.1
OG0006313	SCLY_HUMAN	KAK2554765.1
OG0006329	TLCD4_HUMAN	KAK2554954.1
OG0006343	LSM4_HUMAN	KAK2555039.1
OG0006346	CNS1_HUMAN	KAK2555055.1
OG0006361	SHLD2_HUMAN	KAK2555297.1
OG0006377	COPT1_HUMAN	KAK2555440.1
OG0006382	WDR83_HUMAN	KAK2555459.1
OG0006416	THOC2_HUMAN	KAK2556060.1
OG0006432	ASPDH_HUMAN	KAK2556226.1
OG0006450	SDHB_HUMAN	KAK2556449.1
OG0006469	NUDT8_HUMAN	KAK2556530.1
OG0006475	CH033_HUMAN	KAK2556591.1
OG0006492	ECM29_HUMAN	KAK2556699.1
OG0006508	CP087_HUMAN	KAK2556868.1
OG0006524	QCR2_HUMAN	KAK2557089.1
OG0006014	BMPER_HUMAN	KAK2551547.1
OG0006076	PRI1_HUMAN	KAK2552557.1
OG0006093	IQCH_HUMAN	KAK2552797.1
OG0006109	SYFM_HUMAN	KAK2552914.1
OG0006126	EMC4_HUMAN	KAK2553127.1
OG0006142	YPEL5_HUMAN	KAK2553232.1
OG0006160	HCFC2_HUMAN	KAK2553344.1
OG0006176	MTMR9_HUMAN	KAK2553488.1
OG0006193	MAPK5_HUMAN	KAK2553716.1
OG0006226	MKLN1_HUMAN	KAK2553923.1
OG0006232	S35E3_HUMAN	KAK2553950.1
OG0006249	PDE12_HUMAN	KAK2554237.1
OG0006267	K1143_HUMAN	KAK2554456.1
OG0006284	TM2D1_HUMAN	KAK2554594.1
OG0006301	WDR59_HUMAN	KAK2554683.1
OG0006317	RECQ4_HUMAN	KAK2554798.1
OG0006334	CDC16_HUMAN	KAK2554996.1
OG0006350	ARL16_HUMAN	KAK2555086.1
OG0006363	SPG21_HUMAN	KAK2555317.1
OG0006379	COG7_HUMAN	KAK2555452.1
OG0006394	TM209_HUMAN	KAK2555596.1
OG0006398	XPC_HUMAN	KAK2555670.1
OG0006415	FAT4_HUMAN	KAK2556004.1
OG0006431	THOC1_HUMAN	KAK2556224.1
OG0006447	NEUL4_HUMAN	KAK2556411.1
OG0006466	CC150_HUMAN	KAK2556516.1
OG0006483	CMAP2_HUMAN	KAK2556643.1
OG0006499	EI2BB_HUMAN	KAK2556768.1
OG0006516	CEP72_HUMAN	KAK2556914.1
OG0006534	EIF3B_HUMAN	KAK2557121.1
OG0006547	MXRA7_HUMAN	KAK2557199.1
OG0006563	KLDC9_HUMAN	KAK2557251.1
OG0006568	ZC4H2_HUMAN	KAK2557279.1
OG0006586	RL8_HUMAN	KAK2557564.1
OG0006068	TMX1_HUMAN	KAK2552491.1
OG0006084	S2543_HUMAN	KAK2552647.1
OG0006100	AGM1_HUMAN	KAK2552888.1
OG0006117	RSAD2_HUMAN	KAK2553029.1
OG0006134	SSNA1_HUMAN	KAK2553163.1
OG0006154	CC112_HUMAN	KAK2553279.1
OG0006170	UQCC2_HUMAN	KAK2553450.1
OG0006187	UCKL1_HUMAN	KAK2553686.1
OG0006204	NOP53_HUMAN	KAK2553780.1
OG0006219	MTMRE_HUMAN	KAK2553875.1
OG0006236	FXL13_HUMAN	KAK2553983.1
OG0006253	DJC22_HUMAN	KAK2554262.1
OG0006257	ZN330_HUMAN	KAK2554320.1
OG0006274	TBCA_HUMAN	KAK2554511.1
OG0006290	RBCC1_HUMAN	KAK2554625.1
OG0006308	RTTN_HUMAN	KAK2554726.1
OG0006325	XPF_HUMAN	KAK2554945.1
OG0006340	ERMP1_HUMAN	KAK2555029.1
OG0006375	ITPA_HUMAN	KAK2555427.1
OG0006392	HBP1_HUMAN	KAK2555568.1
OG0006410	SMC4_HUMAN	KAK2555967.1
OG0006426	MMAB_HUMAN	KAK2556162.1
OG0006443	NIP7_HUMAN	KAK2556378.1
OG0006461	BBS1_HUMAN	KAK2556505.1
OG0006478	MYSM1_HUMAN	KAK2556612.1
OG0006495	ISCA1_HUMAN	KAK2556736.1
OG0006512	BCAS4_HUMAN, BL1S4_HUMAN	KAK2556898.1
OG0006530	GPAN1_HUMAN	KAK2557113.1
OG0006546	RPC8_HUMAN	KAK2557193.1
OG0006562	KATIP_HUMAN	KAK2557250.1
OG0006580	CA050_HUMAN	KAK2557374.1
OG0006614	DCA13_HUMAN	KAK2557887.1
OG0006632	SYWM_HUMAN	KAK2558030.1
OG0006648	HPPD_HUMAN	KAK2558186.1
OG0006135	TIP_HUMAN	KAK2553187.1
OG0006152	TF2B_HUMAN	KAK2553268.1
OG0006167	GBF1_HUMAN	KAK2553428.1
OG0006184	PESC_HUMAN	KAK2553667.1
OG0006215	CSN2_HUMAN	KAK2553839.1
OG0006229	SSDH_HUMAN	KAK2553947.1
OG0006261	ZCH18_HUMAN	KAK2554357.1
OG0006277	EFL1_HUMAN	KAK2554518.1
OG0006309	NOP9_HUMAN	KAK2554737.1
OG0006323	MAEA_HUMAN	KAK2554899.1
OG0006327	ALG14_HUMAN	KAK2554951.1
OG0006341	FGGY_HUMAN	KAK2555031.1
OG0006356	SNIP1_HUMAN	KAK2555177.1
OG0006371	SURF4_HUMAN	KAK2555396.1
OG0006387	KDM8_HUMAN	KAK2555521.1
OG0006404	MSPD1_HUMAN	KAK2555936.1
OG0006420	ASAH1_HUMAN	KAK2556113.1
OG0006435	RLA2_HUMAN	KAK2556285.1
OG0006451	PP1R7_HUMAN	KAK2556450.1
OG0006470	CLCN6_HUMAN	KAK2556531.1
OG0006487	CPLN1_HUMAN	KAK2556655.1
OG0006502	HAUS4_HUMAN	KAK2556782.1
OG0006519	TONSL_HUMAN	KAK2556922.1
OG0006536	RS15A_HUMAN	KAK2557130.1
OG0006551	KCTD5_HUMAN	KAK2557211.1
OG0006566	CP110_HUMAN	KAK2557264.1
OG0006582	LRC23_HUMAN	KAK2557404.1
OG0006599	TM222_HUMAN	KAK2557741.1
OG0006615	LKAM1_HUMAN	KAK2557889.1
OG0006631	TPPC3_HUMAN	KAK2558025.1
OG0006646	CDC45_HUMAN	KAK2558175.1
OG0006662	SART3_HUMAN	KAK2558301.1
OG0006677	S75A1_HUMAN	KAK2558431.1
OG0006693	FIGL1_HUMAN	KAK2558552.1
OG0006111	RM24_HUMAN	KAK2552922.1
OG0006128	DCA11_HUMAN	KAK2553133.1
OG0006144	GRPE1_HUMAN	KAK2553240.1
OG0006149	HS2ST_HUMAN	KAK2553257.1
OG0006164	CC138_HUMAN	KAK2553395.1
OG0006196	DNA2_HUMAN	KAK2553726.1
OG0006213	EXOS5_HUMAN	KAK2553833.1
OG0006230	FSIP1_HUMAN	KAK2553948.1
OG0006247	TMX2_HUMAN	KAK2554225.1
OG0006275	VMA22_HUMAN	KAK2554516.1
OG0006292	PLRKT_HUMAN	KAK2554634.1
OG0006310	SIR5_HUMAN	KAK2554746.1
OG0006326	TOPRS_HUMAN	KAK2554948.1
OG0006342	UBP24_HUMAN	KAK2555032.1
OG0006388	CK5P2_HUMAN	KAK2555525.1
OG0006405	DAW1_HUMAN	KAK2555942.1
OG0006422	SELB_HUMAN	KAK2556125.1
OG0006438	PEX26_HUMAN	KAK2556300.1
OG0006454	RM09_HUMAN	KAK2556456.1
OG0006489	COXM2_HUMAN	KAK2556685.1
OG0006506	EDEM2_HUMAN	KAK2556849.1
OG0006522	MKS3_HUMAN	KAK2556955.1
OG0006528	SPSB3_HUMAN	KAK2557103.1
OG0006544	HAP28_HUMAN	KAK2557167.1
OG0006560	TMM11_HUMAN	KAK2557242.1
OG0006578	HDAC8_HUMAN	KAK2557348.1
OG0006595	COPB2_HUMAN	KAK2557676.1
OG0006612	MBLC2_HUMAN	KAK2557813.1
OG0006616	CJ053_HUMAN	KAK2557927.1
OG0006650	MECR_HUMAN	KAK2558210.1
OG0006667	CTRO_HUMAN	KAK2558346.1
OG0006684	TRM1_HUMAN	KAK2558456.1
OG0006706	SPTCS_HUMAN	KAK2559152.1
OG0006723	KIF23_HUMAN	KAK2559461.1
OG0006203	CNOT9_HUMAN	KAK2553766.1
OG0006218	TEX30_HUMAN	KAK2553859.1
OG0006250	CMTR1_HUMAN	KAK2554252.1
OG0006281	VPS45_HUMAN	KAK2554561.1
OG0006298	SCP2_HUMAN	KAK2554667.1
OG0006315	EMC8_HUMAN	KAK2554793.1
OG0006332	ALG2_HUMAN	KAK2554982.1
OG0006345	IFT74_HUMAN	KAK2555052.1
OG0006359	PB1_HUMAN	KAK2555279.1
OG0006374	HINT1_HUMAN	KAK2555410.1
OG0006389	RT02_HUMAN	KAK2555538.1
OG0006421	CCD25_HUMAN	KAK2556124.1
OG0006452	PIGP_HUMAN	KAK2556451.1
OG0006459	DNLI3_HUMAN	KAK2556490.1
OG0006474	TTL10_HUMAN	KAK2556586.1
OG0006490	CEP78_HUMAN	KAK2556688.1
OG0006504	SNRK_HUMAN	KAK2556802.1
OG0006521	KDM1B_HUMAN	KAK2556948.1
OG0006525	ZN598_HUMAN	KAK2557094.1
OG0006569	PPIH_HUMAN	KAK2557281.1
OG0006584	UBXN7_HUMAN	KAK2557484.1
OG0006602	WRP73_HUMAN	KAK2557757.1
OG0006619	SPC24_HUMAN	KAK2557947.1
OG0006651	ACO13_HUMAN	KAK2558211.1
OG0006666	GGNB2_HUMAN	KAK2558327.1
OG0006717	FXL17_HUMAN	KAK2559332.1
OG0006730	PSF2_HUMAN	KAK2559577.1
OG0006746	PRPK_HUMAN	KAK2559703.1
OG0006763	ATR_HUMAN	KAK2559845.1
OG0006780	DNLI4_HUMAN	KAK2560071.1
OG0006797	MCE1_HUMAN	KAK2560147.1
OG0006801	USPL1_HUMAN	KAK2560162.1
OG0006816	NMD3_HUMAN	KAK2560301.1
OG0006832	WDR43_HUMAN	KAK2560416.1
OG0006195	RS12_HUMAN	KAK2553724.1
OG0006212	SCYL1_HUMAN	KAK2553826.1
OG0006228	ALG12_HUMAN	KAK2553943.1
OG0006263	T170B_HUMAN	KAK2554372.1
OG0006299	MARH6_HUMAN	KAK2554679.1
OG0006316	PDPR_HUMAN	KAK2554794.1
OG0006333	MED26_HUMAN	KAK2554994.1
OG0006349	S35B4_HUMAN	KAK2555085.1
OG0006366	SGMR1_HUMAN	KAK2555340.1
OG0006372	AXDN1_HUMAN	KAK2555397.1
OG0006390	DPM2_HUMAN	KAK2555558.1
OG0006424	NCPR_HUMAN	KAK2556140.1
OG0006441	RFC1_HUMAN	KAK2556328.1
OG0006458	RCC2_HUMAN	KAK2556479.1
OG0006476	SAC31_HUMAN	KAK2556602.1
OG0006493	EFC14_HUMAN	KAK2556712.1
OG0006509	NDUS6_HUMAN	KAK2556879.1
OG0006526	ECSIT_HUMAN	KAK2557097.1
OG0006541	WHR1_HUMAN	KAK2557154.1
OG0006577	GLCE_HUMAN	KAK2557331.1
OG0006594	DFFB_HUMAN	KAK2557666.1
OG0006629	CMS1_HUMAN	KAK2557995.1
OG0006645	TAF12_HUMAN	KAK2558147.1
OG0006661	GLTP_HUMAN	KAK2558297.1
OG0006679	HEM4_HUMAN	KAK2558434.1
OG0006696	GATD1_HUMAN	KAK2558663.1
OG0006731	RELCH_HUMAN	KAK2559591.1
OG0006747	PCH2_HUMAN	KAK2559713.1
OG0006767	GHITM_HUMAN	KAK2559883.1
OG0006785	EXOS6_HUMAN	KAK2560102.1
OG0006803	NUP42_HUMAN	KAK2560173.1
OG0006820	FRITZ_HUMAN	KAK2560334.1
OG0006837	RBBP9_HUMAN	KAK2560457.1
OG0006855	AP2S1_HUMAN	KAK2560596.1
OG0006254	PEX12_HUMAN	KAK2554263.1
OG0006272	LSM6_HUMAN	KAK2554501.1
OG0006288	NALCN_HUMAN	KAK2554613.1
OG0006304	PEDS1_HUMAN	KAK2554698.1
OG0006320	NAAA_HUMAN	KAK2554828.1
OG0006369	COP1_HUMAN	KAK2555369.1
OG0006385	ZMAT2_HUMAN	KAK2555475.1
OG0006439	LZIC_HUMAN	KAK2556312.1
OG0006455	GUAA_HUMAN	KAK2556467.1
OG0006473	TADBP_HUMAN	KAK2556548.1
OG0006491	SPICE_HUMAN	KAK2556690.1
OG0006507	RL14_HUMAN	KAK2556860.1
OG0006539	PSD12_HUMAN	KAK2557141.1
OG0006557	EVG1_HUMAN	KAK2557235.1
OG0006574	NAA38_HUMAN	KAK2557319.1
OG0006579	6PGD_HUMAN	KAK2557373.1
OG0006596	NOC2L_HUMAN	KAK2557702.1
OG0006613	SKP1_HUMAN	KAK2557831.1
OG0006630	CMTD1_HUMAN	KAK2558014.1
OG0006663	CREG1_HUMAN	KAK2558305.1, KAK2558309.1
OG0006680	DBNL_HUMAN	KAK2558437.1
OG0006697	SEM1_HUMAN	KAK2558752.1
OG0006716	TM258_HUMAN	KAK2559317.1
OG0006732	PHAF1_HUMAN	KAK2559592.1
OG0006749	TM208_HUMAN	KAK2559716.1
OG0006769	PAQR4_HUMAN	KAK2559940.1
OG0006774	SETD4_HUMAN	KAK2560011.1
OG0006790	QCR7_HUMAN	KAK2560117.1
OG0006808	CCD73_HUMAN	KAK2560206.1
OG0006825	S35G1_HUMAN	KAK2560349.1
OG0006842	DHDH_HUMAN	KAK2560513.1
OG0006859	CFA20_HUMAN	KAK2560619.1
OG0006876	IF2B_HUMAN	KAK2560731.1
OG0006894	ZFY26_HUMAN	KAK2560883.1
OG0006400	NRF1_HUMAN	KAK2555704.1
OG0006417	RL31_HUMAN	KAK2556076.1
OG0006434	MED21_HUMAN	KAK2556284.1
OG0006453	CAPZB_HUMAN	KAK2556452.1
OG0006488	RPA1_HUMAN	KAK2556682.1
OG0006505	SAS10_HUMAN	KAK2556834.1
OG0006510	VAC14_HUMAN	KAK2556881.1
OG0006527	WBP11_HUMAN	KAK2557101.1
OG0006542	TEFM_HUMAN	KAK2557158.1
OG0006558	CP131_HUMAN	KAK2557238.1
OG0006575	ACATN_HUMAN	KAK2557325.1
OG0006593	SMG8_HUMAN	KAK2557658.1
OG0006597	PEX2_HUMAN	KAK2557729.1
OG0006617	DPOLB_HUMAN	KAK2557932.1
OG0006649	RGS22_HUMAN	KAK2558208.1
OG0006665	RIP_HUMAN	KAK2558323.1
OG0006682	NEUFC_HUMAN	KAK2558452.1
OG0006699	DC2I1_HUMAN	KAK2558781.1
OG0006718	SKI8_HUMAN	KAK2559333.1
OG0006756	GSLG1_HUMAN	KAK2559764.1
OG0006761	LAS1L_HUMAN	KAK2559819.1
OG0006766	IDLC_HUMAN	KAK2559868.1
